x1,x2,x3,x4,x5,x6,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,,
id136245,6,LGE_LG-H631,US,1,1987,0,31,0,1,2,0.06896551724,0.03448275862,0,29,LGE,0,6,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id62490,8.1.0,samsung_SM-N960U,US,1,1984,0,34,0,4,1,0,0.5791505792,0,259,samsung,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id75927,8.1.0,Hot Pepper Inc_VLE5,US,1,1982,0,36,0,1,0,0.01408450704,0.2253521127,0,71,Hot Pepper Inc,1,8,0,0,1,1,0,FALSE,komistplay-i2718949c6903469,UnityAds - Android,Unity,,
id62626,8.0.0,samsung_SM-G965U,US,0,1999,0,19,0,4,1,0.02877697842,0.1079136691,1,139,samsung,0,8,1,0,0,1,0,TRUE,615086866194267598,cI7dyCtbB,NA,,
id40567,7,LGE_LGL84VL,US,0,1996,0,22,0,0,0,0,0.05555555556,0,18,LGE,0,7,0,0,0,0,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id94878,8.0.0,HUAWEI_ANE-LX1,NO,0,1998,0,20,0,3,1,0.05369127517,0.08724832215,0,149,HUAWEI,0,8,0,0,0,1,0,TRUE,578274137794105583,Facebook,Play Games Earn Money,,
id102808,7,samsung_SM-G920W8,CA,0,1996,0,22,0,2,1,0,0.1025641026,0,39,samsung,0,7,0,0,0,0,0,TRUE,573880939902959083,Facebook,Fortnite,,
id93960,8.0.0,samsung_SM-G950F,NL,0,2002,0,16,0,1,1,0,0.328125,0,64,samsung,0,8,0,0,0,1,0,TRUE,578273592459144267,Facebook,Yahtzee,,
id140838,8.0.0,samsung_SM-G960F,SE,0,1995,0,23,0,1,1,0.015625,0.328125,0,128,samsung,0,8,0,0,0,1,0,TRUE,578273592459144267,Facebook,Yahtzee,,
id65206,9,HUAWEI_HMA-L09,AU,1,2000,0,18,0,19,1,0.005865102639,0.5630498534,0,341,HUAWEI,0,9,0,0,1,1,0,FALSE,576417976967144256,Facebook,Starbucks,,
id53595,8.0.0,samsung_SM-G965W,CA,0,1992,0,26,0,2,1,0.0987654321,0.02469135802,0,81,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id104023,6.0.1,TCL_5056N,US,0,2000,0,18,0,1,1,0,0.1063829787,0,47,TCL,0,6,0,0,0,0,0,FALSE,576465400783883159,Facebook,Gamer Giftcards,,
id21097,8.0.0,motorola_moto e5 plus,US,1,1989,0,29,0,2,0,0,0.2093023256,0,43,motorola,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id22905,6,asus_P027,US,0,1996,0,22,0,2,1,0.009523809524,0.1238095238,0,105,asus,0,6,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id23240,7,samsung_SM-G930V,CA,1,1975,0,43,0,8,1,0.0618556701,0.1443298969,0,97,samsung,0,7,0,0,1,0,0,TRUE,576422175842834761,Facebook,Yahtzee,,
id136478,8.0.0,samsung_SM-G930W8,CA,0,2000,0,18,0,1,1,0,0.06711409396,0,149,samsung,0,8,0,0,0,1,0,TRUE,576422175842834761,Facebook,Yahtzee,,
id46003,7,LGE_LGL83BL,US,1,1966,0,52,0,5,1,0.02564102564,0.2564102564,0,39,LGE,0,7,0,0,1,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id79043,6,Blackview_BV6000,FR,0,2004,0,14,0,0,0,0.04166666667,0.1875,0,48,Blackview,1,6,0,0,0,0,1,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id53995,7,motorola_Moto C Plus,SE,0,1996,0,22,0,0,0,0,0.05263157895,0,19,motorola,0,7,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id87888,8.1.0,Google_Pixel 2,MX,0,1997,0,21,0,1,0,0,0.5098039216,1,153,Google,0,8,1,0,0,1,0,TRUE,NA,NA,NA,,
id75692,8.0.0,samsung_SM-G960U,US,0,1990,0,28,0,4,3,0.02212389381,0.06637168142,0,226,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id60800,7.1.2,Sony_F5121,GB,0,2000,0,18,0,0,0,0,0.303030303,0,33,Sony,0,7,0,0,0,0,0,TRUE,573880939902959083,Facebook,Fortnite,,
id126230,5.1.1,samsung_SM-T337V,US,1,1996,0,22,0,1,2,0.03921568627,0.03921568627,0,51,samsung,0,5,0,0,1,0,0,FALSE,568853918193827296,Facebook,Amazon,,
id12175,8.0.0,samsung_SM-A530F,SE,0,1995,0,23,1,1,0,0,0.4155844156,1,77,samsung,0,8,1,1,0,1,0,TRUE,578274137794105583,Facebook,Play Games Earn Money,,
id126380,8.1.0,HUAWEI_CLT-L29,DK,0,1998,0,20,0,3,1,0.05128205128,0.2564102564,0,78,HUAWEI,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id101164,8.1.0,DOOGEE_S70,FR,0,1993,0,25,0,1,2,0.03571428571,0.1547619048,0,84,DOOGEE,1,8,0,0,0,1,1,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id139882,8.0.0,HUAWEI_ANE-LX2J,NZ,0,2003,0,15,0,0,0,0.05357142857,0.08928571429,0,56,HUAWEI,0,8,0,0,0,1,0,FALSE,574253038517356133,Facebook,Play Games. Earn Money.,,
id84683,8.0.0,samsung_SM-G965U,US,0,2002,0,16,0,2,0,0.02777777778,0.06944444444,0,72,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id105828,8.0.0,samsung_SM-G955F,FR,0,1997,0,21,0,2,1,0.01754385965,0.1929824561,0,57,samsung,0,8,0,0,0,1,1,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id19881,5.1.1,LGE_VS425PP,US,2,1990,0,28,0,1,0,0,0.2380952381,0,21,LGE,0,5,0,0,0,0,0,FALSE,586205984360772448,Facebook,Copy Tests,,
id31360,7,samsung_SM-G920F,GB,1,1991,0,27,0,0,0,0.02083333333,0.04166666667,0,48,samsung,0,7,0,0,1,0,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id116780,8.0.0,NUU_N5702L,US,0,1995,0,23,0,3,1,0.03773584906,0.3773584906,0,53,NUU,1,8,0,0,0,1,0,FALSE,512399732703117729,Facebook,Play Games. Earn Money.,,
id66791,6.0.1,samsung_SM-S327VL,CA_US,0,1997,0,21,0,0,0,0,0.1111111111,0,27,samsung,0,6,0,0,0,0,0,TRUE,573880939902959083,Facebook,Fortnite,,
id60505,7,samsung_SAMSUNG-SM-T818A,US,0,1983,0,35,0,2,3,0.03896103896,0.1298701299,0,77,samsung,0,7,0,0,0,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id10504,7.1.1,LENOVO_Lenovo TB-X704F,GB,1,1988,0,30,0,2,1,0,0.07246376812,0,69,LENOVO,0,7,0,0,1,0,0,FALSE,576417976967144256,Facebook,Starbucks,,
id5472,8.0.0,samsung_SM-G930W8,CA,0,1990,0,28,0,0,0,0.05714285714,0.05714285714,0,70,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id5745,7.1.1,ZTE_K88,US,0,1976,0,42,0,0,1,0.02941176471,0.04901960784,0,102,ZTE,0,7,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id101904,7,samsung_SM-J327V,US,0,1995,0,23,0,0,0,0.07142857143,0.04761904762,0,42,samsung,0,7,0,0,0,0,0,TRUE,586206336715673895,Facebook,Copy Tests,,
id82526,8.0.0,motorola_moto e5 play,US,0,1995,0,23,0,2,1,0,0.03571428571,0,28,motorola,0,8,0,0,0,1,0,FALSE,573880939902959083,Facebook,Fortnite,,
id41318,8.0.0,samsung_SM-G955F,NZ,0,1995,0,23,0,4,1,0.03488372093,0.1046511628,0,86,samsung,0,8,0,0,0,1,0,TRUE,574253038517356133,Facebook,Play Games. Earn Money.,,
id64727,8.1.0,samsung_SM-N960F,SG,0,1988,0,30,0,2,1,0.03007518797,0.03007518797,0,133,samsung,0,8,0,0,0,1,0,TRUE,574253038517356133,Facebook,Play Games. Earn Money.,,
id11585,7,LGE_LGMP260,US,0,2001,0,17,0,1,0,0.03125,0.09375,0,32,LGE,0,7,0,0,0,0,0,TRUE,586206336715673895,Facebook,Copy Tests,,
id37958,8.0.0,samsung_SM-G950F,NO,0,2000,0,18,0,7,1,0.07189542484,0.2614379085,0,153,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id12591,8.0.0,samsung_SM-G955F,SG,1,1987,2.08104,31,0,0,0,0.01694915254,0.1355932203,0,59,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id69457,9,BLU_VIVO GO,US,0,2006,0,12,0,2,1,0,0.2307692308,0,13,BLU,1,9,0,0,0,1,0,FALSE,NA,NA,NA,,
id28653,8.0.0,HUAWEI_ANE-LX1,FI,0,1994,0,24,0,3,1,0.03125,0.03125,0,32,HUAWEI,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id52396,8.0.0,samsung_SM-G892A,US,0,1996,13.94,22,0,5,2,0.009803921569,0.1176470588,0,102,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id141877,8.0.0,motorola_Moto Z (2),US,0,1989,0,29,0,2,0,0.07228915663,0.2409638554,0,83,motorola,0,8,0,0,0,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id31057,6.0.1,LGE_LGLS676,US,0,2000,0,18,0,0,1,0,0.09722222222,0,72,LGE,0,6,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id73436,8.0.0,samsung_SM-G955F,DK,0,1989,0,29,0,4,1,0.01176470588,0.1764705882,0,85,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id26474,7.1.1,ZTE_N9137,US,0,1995,0,23,0,0,0,0,0,0,31,ZTE,0,7,0,0,0,0,0,FALSE,576465400783883159,Facebook,Gamer Giftcards,,
id77998,8.1.0,TCL_6062W,US,0,1996,0,22,0,0,0,0,0.06060606061,0,66,TCL,0,8,0,0,0,1,0,TRUE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id102636,8.0.0,LGE_LG-LS993,US,1,1987,0,31,0,1,1,0.07317073171,0.07317073171,0,41,LGE,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id139962,8.0.0,samsung_SM-G965U,US,1,1978,0,40,0,0,2,0.06976744186,0.0523255814,0,172,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id95578,7.1.1,motorola_Moto E (4),US,1,1968,0,50,0,1,2,0,0.1224489796,0,49,motorola,0,7,0,0,1,0,0,FALSE,381122606079794609,YouTube,Clash of Clans,,
id22455,4.4.2,samsung_SM-N9005,CA,0,1988,0,30,0,1,0,0,0.4444444444,1,9,samsung,0,4,1,0,0,0,0,TRUE,NA,NA,NA,,
id17126,8.0.0,samsung_SM-G960F,FI,0,1998,0,20,0,3,1,0.01086956522,0.0652173913,0,92,samsung,0,8,0,0,0,1,0,TRUE,578273416764105287,Facebook,Gamer Giftcards,,
id128919,7,Coolpad_cp3636a,US,0,1972,0,46,0,3,1,0,0.07272727273,0,55,Coolpad,0,7,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id44492,9,Google_Pixel 2,US,0,1984,0,34,0,1,0,0.01639344262,0.2786885246,0,61,Google,0,9,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id83654,8.1.0,HUAWEI_INE-LX2,SG,0,2001,0,17,0,1,1,0.046875,0.0625,0,64,HUAWEI,0,8,0,0,0,1,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id59956,8.0.0,samsung_SM-N950U,US,1,1974,0,44,0,6,1,0.01785714286,0.2232142857,0,112,samsung,0,8,0,0,1,1,0,TRUE,568854315415129371,Facebook,Amazon,,
id89380,8.0.0,LGE_VS995,US,0,1977,0,41,0,2,1,0.02752293578,0.07339449541,0,109,LGE,0,8,0,0,0,1,0,TRUE,492787488847698857,Facebook,NA,,
id56212,5.1.1,samsung_SM-J700M,US,0,1991,0,27,0,1,0,0,0.02631578947,0,38,samsung,0,5,0,0,0,0,0,TRUE,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
id70721,8.1.0,LGE_LG-M703,CA,0,1989,0,29,0,1,0,0,0.1034482759,0,29,LGE,0,8,0,0,0,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id25082,8.0.0,HUAWEI_RNE-L21,FR,0,1995,0,23,0,3,1,0.1153846154,0.1153846154,0,78,HUAWEI,0,8,0,0,0,1,1,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id31533,7.1.1,motorola_Moto E (4),US,1,1997,0,21,0,0,2,0,0.1,0,30,motorola,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id55830,5.0.2,samsung_SM-T350,AU,0,2000,0,18,0,3,0,0.02173913043,0.3043478261,0,46,samsung,0,5,0,0,0,0,0,TRUE,574253038517356133,Facebook,Play Games. Earn Money.,,
id52044,8.0.0,motorola_Moto Z (2),US,1,1986,0,32,0,4,1,0.1084337349,0.156626506,0,83,motorola,0,8,0,0,1,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id79856,5.0.1,Lenovo_Lenovo TB3-710F,CA,0,2000,0,18,0,0,0,0,0,0,15,Lenovo,1,5,0,0,0,0,0,FALSE,573880939902959083,Facebook,Fortnite,,
id21749,8.1.0,samsung_SM-N960U1,US,0,1986,0,32,0,4,2,0.04411764706,0.1176470588,0,136,samsung,0,8,0,0,0,1,0,FALSE,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
id21796,5.1.1,samsung_SM-J320ZN,NZ,0,2000,0,18,0,2,1,0,0.3333333333,0,39,samsung,0,5,0,0,0,0,0,FALSE,NA,NA,NA,,
id93091,8.1.0,LGE_LM-Q710(FGN),US,1,1993,0,25,0,2,1,0.02985074627,0.1641791045,0,67,LGE,0,8,0,0,1,1,0,FALSE,NA,NA,NA,,
id58645,7.1.1,LGE_LG-SP320,US,1,1990,0,28,0,2,1,0,0.1351351351,0,37,LGE,0,7,0,0,1,0,0,TRUE,NA,NA,NA,,
id103495,8.0.0,samsung_SM-G950F,BA,1,1998,0,20,0,3,1,0.03797468354,0.2278481013,0,79,samsung,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id20,8.0.0,samsung_SM-G960W,CA,0,1997,0,21,0,0,0,0.07228915663,0.1686746988,0,83,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id121804,8.1.0,LGE_LM-X220PM,US,1,1975,0,43,0,3,1,0.04,0.24,0,50,LGE,0,8,0,0,1,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id52090,5.1.1,samsung_SM-J500FN,GB,0,1994,0,24,0,0,0,0,0.03846153846,0,26,samsung,0,5,0,0,0,0,0,TRUE,NA,NA,NA,,
id116705,7,LGE_LGL84VL,US,1,1963,0,55,0,2,1,0.1186440678,0.1525423729,0,59,LGE,0,7,0,0,1,0,0,TRUE,NA,NA,NA,,
id124959,6.0.1,LGE_LGLS676,US,0,1988,0,30,0,3,2,0.1111111111,0.1388888889,0,36,LGE,0,6,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id66454,7,samsung_SM-G920P,US,1,1987,0,31,0,0,0,0,0.06382978723,0,47,samsung,0,7,0,0,1,0,0,TRUE,komistplay-i272fc84fda669f3,Fyber - Android,Fyber,,
id61515,8.1.0,TCL_6062W,US,0,1986,0,32,0,2,3,0.02702702703,0.06306306306,0,111,TCL,0,8,0,0,0,1,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id101294,9,samsung_SM-G960U,US,0,1976,0,42,0,4,2,0.02976190476,0.1666666667,0,336,samsung,0,9,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id69332,8.0.0,samsung_SM-G960U,US,0,2005,0,13,0,1,1,0.01492537313,0.1194029851,0,67,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
id106291,6.0.1,samsung_SM-J327P,US,0,1997,0,21,0,1,2,0,0.09375,0,32,samsung,0,6,0,0,0,0,0,TRUE,573880939902959083,Facebook,Fortnite,,
id8444,8.1.0,LGE_LG-M200,GB,1,1983,0,35,0,3,0,0,0.2333333333,0,30,LGE,0,8,0,0,1,1,0,TRUE,komistplay-i270ebdb16a57c5c,Fyber - Android,Fyber,,
id100667,8.1.0,LGE_LM-X210(G),US,0,1976,0,42,0,1,0,0,0.1071428571,0,28,LGE,0,8,0,0,0,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id61277,8.1.0,samsung_SM-J727T,US,1,1998,0,20,0,2,1,0.07317073171,0.0487804878,0,41,samsung,0,8,0,0,1,1,0,TRUE,NA,NA,NA,,
id118430,8.0.0,samsung_SM-G935F,FR,0,1999,0,19,0,1,0,0,0.1290322581,0,62,samsung,0,8,0,0,0,1,1,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id32749,7.1.1,samsung_SM-T560NU,CA,1,1989,0,29,0,2,2,0.06666666667,0.1111111111,0,45,samsung,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id83034,8.0.0,samsung_SM-G935V,US,1,1993,0,25,0,2,1,0.04166666667,0.03125,0,96,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id11891,7,LGE_LGL158VL,US,0,1991,0,27,0,0,0,0.05263157895,0.0701754386,0,57,LGE,0,7,0,0,0,0,0,TRUE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id71322,8.1.0,BLU_Vivo XI+,US,0,1984,0,34,0,9,2,0,0.2677165354,0,127,BLU,0,8,0,0,0,1,0,FALSE,489173088290878094,Facebook,Lookalike,,
id49332,5.1.1,Coolpad_Coolpad 3622A,US,1,1982,0,36,0,1,0,0,0.1219512195,0,41,Coolpad,1,5,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id69053,6.0.1,OPPO_CPH1611,SG,0,1996,0,22,0,2,0,0,0.05917159763,0,169,OPPO,0,6,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id9773,8.0.0,samsung_SM-G965F,SG,2,2002,0,16,0,0,0,0,0.03846153846,0,52,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id134838,8.0.0,samsung_SM-G955F,GB,1,1994,0,24,0,14,2,0.05734767025,0.4265232975,0,279,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
id83733,8.0.0,samsung_SM-G935W8,CA,0,1999,0,19,0,3,1,0,0.2631578947,0,76,samsung,0,8,0,0,0,1,0,TRUE,NA,NA,NA,,
id56233,9,HMD Global_TA-1053,FI,0,1996,0,22,0,1,0,0,0.06060606061,0,33,HMD Global,0,9,0,0,0,1,0,FALSE,578273416764105287,Facebook,Gamer Giftcards,,
id97158,8.0.0,samsung_SM-G930U,US,1,1965,0,53,0,1,0,0.08849557522,0.06194690265,0,113,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id106252,6.0.1,samsung_SM-J320VPP,US,0,1982,0,36,0,0,0,0.06060606061,0,0,33,samsung,0,6,0,0,0,0,0,FALSE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id121810,7,samsung_SM-G920W8,CA,1,1993,0,25,0,2,1,0.0652173913,0.09782608696,0,92,samsung,0,7,0,0,1,0,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id102931,7,samsung_SM-G920F,DE,0,1993,0,25,0,3,0,0.02898550725,0.231884058,0,69,samsung,0,7,0,0,0,0,0,TRUE,497056817508328233,Facebook,Play Games. Earn Money.,,
id49583,8.0.0,motorola_moto e5 plus,US,1,1987,0,31,0,3,0,0.05714285714,0.1785714286,0,140,motorola,0,8,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id103094,7,LGE_LGMP260,US,1,1967,0,51,0,12,1,0.04214559387,0.3486590038,0,261,LGE,0,7,0,0,1,0,0,TRUE,568854641757307119,Facebook,Amazon,,
id111629,8.1.0,LGE_LG-Q710AL,US,1,1971,0,47,0,1,2,0.1696428571,0.08035714286,0,112,LGE,0,8,0,0,1,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id86113,7,AlcatelOneTouch_5044G,CA,0,2000,0,18,0,0,0,0,0.06451612903,0,31,AlcatelOneTouch,0,7,0,0,0,0,0,FALSE,NA,NA,NA,,
id104398,8.0.0,samsung_SM-G965U,US,1,2000,0,18,0,1,1,0.03278688525,0.03278688525,0,61,samsung,0,8,0,0,1,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
id532,7.1.1,ZTE_N9560,US,1,1979,0,39,0,1,1,0,0.06,0,50,ZTE,0,7,0,0,1,0,0,FALSE,578596649534875174,Facebook,Pirate Kings,,
id47974,6,HUAWEI_ALE-L21,DK,0,1998,0,20,0,2,1,0.08,0.16,0,25,HUAWEI,0,6,0,0,0,0,0,FALSE,547173203123001458,rJIRwW6gX,NA,,
id98689,8.0.0,samsung_SM-J737P,US,0,1991,0,27,0,2,2,0.02139037433,0.1550802139,0,187,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id46690,5.1,Quanta_QTAIR7,US,1,1952,0,66,0,3,1,0.05882352941,0.1176470588,0,119,Quanta,1,5,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id37585,7.1.2,LGE_LM-X210CM,US,1,1990,0,28,0,5,1,0.07142857143,0.2857142857,0,70,LGE,0,7,0,0,1,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id85305,7.1.1,Sony_E6653,GB,1,1990,0,28,0,2,0,0.008,0.304,0,125,Sony,0,7,0,0,1,0,0,TRUE,282202902410497492,YouTube,Mistplay Android/iOS,,
id99208,6.0.1,OPPO_CPH1607,AU,0,2000,0,18,0,6,2,0.005847953216,0.09356725146,0,171,OPPO,0,6,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id94333,8.0.0,samsung_SM-N950U,US,0,1990,0,28,1,6,2,0.02112676056,0.2394366197,1,142,samsung,0,8,1,1,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id81852,8.0.0,samsung_SM-G950U,US,0,1996,0,22,0,4,3,0.09722222222,0.07638888889,0,144,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id70464,7,HUAWEI_TRT-LX1,DE,0,1998,0,20,0,1,0,0,0.1428571429,0,28,HUAWEI,0,7,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id115372,7,HUAWEI_DLI-L22,GB,1,1989,0,29,0,2,0,0,0.1621621622,0,37,HUAWEI,0,7,0,0,1,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id72235,6.0.1,LGE_LGUS610,US,0,1999,0,19,0,1,0,0,0.2222222222,0,18,LGE,0,6,0,0,0,0,0,FALSE,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
id51168,8.0.0,samsung_SM-N950F,SG,0,1998,0,20,0,1,1,0.02941176471,0.1029411765,0,68,samsung,0,8,0,0,0,1,0,TRUE,574249797825982883,Facebook,Gamer GIftcards,,
id107977,7.1.1,samsung_SAMSUNG-SM-T377A,US,0,1995,0,23,0,2,1,0.02272727273,0.1590909091,0,44,samsung,0,7,0,0,0,0,0,TRUE,NA,NA,NA,,
id30216,7,samsung_SAMSUNG-SM-G925A,US,1,1992,0,26,0,1,3,0.025,0.0625,0,80,samsung,0,7,0,0,1,0,0,TRUE,NA,NA,NA,,
id7464,6.0.1,asus_ASUS_A007,FI,0,1997,0,21,0,1,0,0.02912621359,0.01941747573,0,103,asus,0,6,0,0,0,0,0,FALSE,578273416764105287,Facebook,Gamer Giftcards,,
id395,9,Google_Pixel 3,GB,1,1997,0,21,0,6,2,0.06722689076,0.2941176471,0,119,Google,0,9,0,0,1,1,0,TRUE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id106478,5.1.1,samsung_SM-G361F,GB,0,1982,0,36,0,1,0,0,0.03846153846,0,26,samsung,0,5,0,0,0,0,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id112858,7,samsung_SM-J530F,FI,0,1995,0,23,0,2,1,0,0.1351351351,0,37,samsung,0,7,0,0,0,0,0,FALSE,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
id24458,8.0.0,Sony_G8231,FI,0,1999,0,19,0,2,0,0.01886792453,0.1698113208,0,53,Sony,0,8,0,0,0,1,0,FALSE,578273416764105287,Facebook,Gamer Giftcards,,
id78684,8.0.0,motorola_moto e5 play,US,1,1968,0,50,0,1,0,0,0.1794871795,0,39,motorola,0,8,0,0,1,1,0,FALSE,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
id13102,8.0.0,samsung_SM-G955U,US,0,1982,0,36,0,1,0,0.02608695652,0.1304347826,0,115,samsung,0,8,0,0,0,1,0,TRUE,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
